smi_std,smiles,logp,source,units
CCC(C)C(NC(=O)C(CCCCN)NC(C)=O)C(=O)NC(Cc1ccccc1)C(N)=O,CCC(C)C(NC(=O)C(CCCCN)NC(C)=O)C(=O)NC(Cc1ccccc1)C(N)=O,0.65,OpenChem.sdf,
CCC(C)OC(=O)C=Cc1ccc([N+](=O)[O-])o1,CCC(C)OC(=O)C=Cc1ccc([N+](=O)[O-])o1,3.09,OpenChem.sdf,
CN1CC(O)N(C(=O)NCCCl)C1=O,CN1CC(O)N(C(=O)NCCCl)C1=O,0.71,OpenChem.sdf,
OC1CCCCC1,OC1CCCCC1,1.23,OpenChem.sdf,
CCC(C(=O)OCc1ccccc1C)C(CO)Cc1cncn1C,CCC(C(=O)OCc1ccccc1C)C(CO)Cc1cncn1C,2.42,OpenChem.sdf,
CCCOC(=O)C(C(=O)OCCC)=C1SC=CS1,CCCOC(=O)C(C(=O)OCCC)=C1SC=CS1,3.93,OpenChem.sdf,
O=C1NC(=O)C(Cc2ccccc2)N1,O=C1NC(=O)C(Cc2ccccc2)N1,0.6,OpenChem.sdf,
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1N=C(C(C)(C)C)SC1C(=O)O,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1N=C(C(C)(C)C)SC1C(=O)O,1.62,OpenChem.sdf,
O=[N+]([O-])c1cccc(OC2OC(CO)C(O)C(O)C2O)c1,O=[N+]([O-])c1cccc(OC2OC(CO)C(O)C(O)C2O)c1,-0.51,OpenChem.sdf,
O=C(O)c1cn(-c2cccc(C(F)(F)F)c2)c2cc(N3CCNCC3)c(F)cc2c1=O,O=C(O)c1cn(-c2cccc(C(F)(F)F)c2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.24,OpenChem.sdf,
S=C=NCCCc1ccccc1,S=C=NCCCc1ccccc1,3.8,OpenChem.sdf,
O=C(C(F)(F)F)C(F)(F)F,O=C(C(F)(F)F)C(F)(F)F,1.46,OpenChem.sdf,
CCOC(=O)OCC,CCOC(=O)OCC,1.21,OpenChem.sdf,
Cc1cccc2nc(N)nc(N)c12,Cc1cccc2nc(N)nc(N)c12,1.26,OpenChem.sdf,
CN=C(NC#N)NCCCCc1ncccc1OC,CN=C(NC#N)NCCCCc1ncccc1OC,1.5,OpenChem.sdf,
CCCCCC(C)Nc1nc(Cl)nc(NCC)n1,CCCCCC(C)Nc1nc(Cl)nc(NCC)n1,4.74,OpenChem.sdf,
O=C(O)COc1cccc(Cl)c1,O=C(O)COc1cccc(Cl)c1,2.03,OpenChem.sdf,
COc1cc(OC)n2nc(S(=O)(=O)Nc3c(Cl)ccc(C)c3Cl)nc2n1,COc1cc(OC)n2nc(S(=O)(=O)Nc3c(Cl)ccc(C)c3Cl)nc2n1,3.08,OpenChem.sdf,
NS(=O)(=O)c1ccc(I)cc1,NS(=O)(=O)c1ccc(I)cc1,1.59,OpenChem.sdf,
CCCCOc1ccccc1NC(=O)OCCN1CCCCC1,CCCCOc1ccccc1NC(=O)OCCN1CCCCC1,4.58,OpenChem.sdf,
CN(C)C(=O)N(C)N=O,CN(C)C(=O)N(C)N=O,0.36,OpenChem.sdf,
CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,5.4,OpenChem.sdf,
O=S1(=O)N=C(Cc2ccccc2)Nc2ccccc21,O=S1(=O)N=C(Cc2ccccc2)Nc2ccccc21,1.89,OpenChem.sdf,
COc1ccc2c(c1)OCN(CCO[N+](=O)[O-])C2=O,COc1ccc2c(c1)OCN(CCO[N+](=O)[O-])C2=O,2.09,OpenChem.sdf,
O=Cc1ccccc1O,O=Cc1ccccc1O,1.81,OpenChem.sdf,
Oc1ccc(Cc2ccc(O)cc2)cc1,Oc1ccc(Cc2ccc(O)cc2)cc1,2.91,OpenChem.sdf,
Clc1cccc(C2NCCS2)c1,Clc1cccc(C2NCCS2)c1,2.04,OpenChem.sdf,
CNC(=O)c1cccs1,CNC(=O)c1cccs1,0.84,OpenChem.sdf,
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,0.42,OpenChem.sdf,
O=C(O)COc1ccc(N=Nc2ccccc2)cc1,O=C(O)COc1ccc(N=Nc2ccccc2)cc1,2.99,OpenChem.sdf,
NCC(O)c1ccc(O)cc1,NCC(O)c1ccc(O)cc1,-0.9,OpenChem.sdf,
CC(O)C(C)O,CC(O)C(C)O,-0.92,OpenChem.sdf,
c1ccc(Sc2ccccc2)cc1,c1ccc(Sc2ccccc2)cc1,4.45,OpenChem.sdf,
Cc1coc2c(C)c3oc(=O)cc(C)c3cc12,Cc1coc2c(C)c3oc(=O)cc(C)c3cc12,3.25,OpenChem.sdf,
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,4.39,OpenChem.sdf,
C=CC(=O)OCCOCCO,C=CC(=O)OCCOCCO,-0.3,OpenChem.sdf,
Clc1ccccc1N1CCN(CCCOn2nnc3ccccc32)CC1,Clc1ccccc1N1CCN(CCCOn2nnc3ccccc32)CC1,4.1,OpenChem.sdf,
O=C(Cc1ccccc1)Nc1cccc(Cl)c1,O=C(Cc1ccccc1)Nc1cccc(Cl)c1,3.61,OpenChem.sdf,
CC(Cc1ccccc1)OC(=O)N(C)C,CC(Cc1ccccc1)OC(=O)N(C)C,2.6,OpenChem.sdf,
CC(O)c1ccccc1,CC(O)c1ccccc1,1.42,OpenChem.sdf,
NC(=O)Oc1ccccc1,NC(=O)Oc1ccccc1,1.08,OpenChem.sdf,
CCN(CC)c1ccc(CO)cc1,CCN(CC)c1ccc(CO)cc1,2.29,OpenChem.sdf,
CC(C)(C)NCC(O)COCCCc1ccccc1,CC(C)(C)NCC(O)COCCCc1ccccc1,2.58,OpenChem.sdf,
C[N+](C)(C)CCCl,C[N+](C)(C)CCCl,-3.8,OpenChem.sdf,
CCNC(=O)COC(=O)c1ccccc1,CCNC(=O)COC(=O)c1ccccc1,1.28,OpenChem.sdf,
Fc1ccc(Cl)c(N=C2NCCN2)c1,Fc1ccc(Cl)c(N=C2NCCN2)c1,1.52,OpenChem.sdf,
Nc1cccc(OC(=O)c2ccc(N)cc2O)c1,Nc1cccc(OC(=O)c2ccc(N)cc2O)c1,2.08,OpenChem.sdf,
c1ccsc1,c1ccsc1,1.81,OpenChem.sdf,
O=C(O)CCCc1c[nH]c2ccccc12,O=C(O)CCCc1c[nH]c2ccccc12,2.3,OpenChem.sdf,
CCCc1cc(=S)ss1,CCCc1cc(=S)ss1,2.83,OpenChem.sdf,
O=C(O)CCC1=NS(=O)(=O)c2cc(Br)cc(Br)c2N1,O=C(O)CCC1=NS(=O)(=O)c2cc(Br)cc(Br)c2N1,1.35,OpenChem.sdf,
Cc1c(Cl)ccc(Cc2ccc(Cl)cc2Cl)c1Cl,Cc1c(Cl)ccc(Cc2ccc(Cl)cc2Cl)c1Cl,7.2,OpenChem.sdf,
CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2cc[nH]n2)NC(=O)C(CC(=O)N2CCOCC2)Cc2ccccc2)OC1=O,CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2cc[nH]n2)NC(=O)C(CC(=O)N2CCOCC2)Cc2ccccc2)OC1=O,2.49,OpenChem.sdf,
CC1=C(C(=O)Nc2ccccc2)S(=O)CCO1,CC1=C(C(=O)Nc2ccccc2)S(=O)CCO1,0.64,OpenChem.sdf,
O=C(O)C=COc1ccccc1,O=C(O)C=COc1ccccc1,2.27,OpenChem.sdf,
Brc1cccnc1,Brc1cccnc1,1.6,OpenChem.sdf,
CCN1C(=O)C(=O)c2c(cccc2[N+](=O)[O-])C1=O,CCN1C(=O)C(=O)c2c(cccc2[N+](=O)[O-])C1=O,0.82,OpenChem.sdf,
CCCCCCNC(=O)c1n[nH]c(C)c1[N+](=O)[O-],CCCCCCNC(=O)c1n[nH]c(C)c1[N+](=O)[O-],2.46,OpenChem.sdf,
CCCC(C)C1(CC)C(=O)N=C(S)NC1=O,CCCC(C)C1(CC)C(=O)N=C(S)NC1=O,2.85,OpenChem.sdf,
ClCCl,ClCCl,1.25,OpenChem.sdf,
O=[N+]([O-])c1cccs1,O=[N+]([O-])c1cccs1,1.55,OpenChem.sdf,
CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)cc2)CC1,CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)cc2)CC1,4.61,OpenChem.sdf,
Cc1ccccc1NN=C(C#N)C#N,Cc1ccccc1NN=C(C#N)C#N,2.38,OpenChem.sdf,
CCC(Oc1ccc(Cl)cc1C)C(=O)O,CCC(Oc1ccc(Cl)cc1C)C(=O)O,3.47,OpenChem.sdf,
O=C1CN=C(c2ccc(F)cc2)c2cc(Cl)ccc2N1,O=C1CN=C(c2ccc(F)cc2)c2cc(Cl)ccc2N1,2.9,OpenChem.sdf,
CCC(=O)CC,CCC(=O)CC,0.99,OpenChem.sdf,
Cc1ccc(C)c(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,Cc1ccc(C)c(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,3.25,OpenChem.sdf,
CC(=O)N(C)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,CC(=O)N(C)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,-2.06,OpenChem.sdf,
Clc1cccc(NC2=NCCN2)c1Cl,Clc1cccc(NC2=NCCN2)c1Cl,1.94,OpenChem.sdf,
O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,1.7,OpenChem.sdf,
CCC(=O)CC(=O)CC,CCC(=O)CC(=O)CC,1.12,OpenChem.sdf,
CC(=O)c1ccncc1,CC(=O)c1ccncc1,0.48,OpenChem.sdf,
Cc1c2ccccc2c(C)c2ccccc12,Cc1c2ccccc2c(C)c2ccccc12,5.69,OpenChem.sdf,
O=[N+]([O-])c1ccc2cccnc2c1,O=[N+]([O-])c1ccc2cccnc2c1,1.82,OpenChem.sdf,
O=C(OCCCNc1ccc(-c2ccncc2)cn1)c1ccccc1,O=C(OCCCNc1ccc(-c2ccncc2)cn1)c1ccccc1,4.06,OpenChem.sdf,
Cc1ccc(Cc2c[nH]cn2)cc1C,Cc1ccc(Cc2c[nH]cn2)cc1C,2.72,OpenChem.sdf,
CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,CC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,2.23,OpenChem.sdf,
CCCC(CCC)=NNC(=N)N,CCCC(CCC)=NNC(=N)N,1.73,OpenChem.sdf,
O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(Cl)cc1,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(Cl)cc1,3.61,OpenChem.sdf,
CC(=O)NC(C(=O)NC(CCC(N)=O)C(N)=O)C(C)C,CC(=O)NC(C(=O)NC(CCC(N)=O)C(N)=O)C(C)C,-1.82,OpenChem.sdf,
CC1CN(N=O)CC(C)O1,CC1CN(N=O)CC(C)O1,0.32,OpenChem.sdf,
CCN(CC)CC(=O)NC1COc2ccc(C)cc21,CCN(CC)CC(=O)NC1COc2ccc(C)cc21,2.69,OpenChem.sdf,
Cc1cccc(C)c1CCN,Cc1cccc(C)c1CCN,2.38,OpenChem.sdf,
CCCCc1ccccc1,CCCCc1ccccc1,4.38,OpenChem.sdf,
CCC(C)NC(=O)C=Cc1ccccc1,CCC(C)NC(=O)C=Cc1ccccc1,2.85,OpenChem.sdf,
Nc1nnnn1-c1ccc([N+](=O)[O-])cc1,Nc1nnnn1-c1ccc([N+](=O)[O-])cc1,0.77,OpenChem.sdf,
O=C(O)C1CCN1CC(O)Cn1ccnc1,O=C(O)C1CCN1CC(O)Cn1ccnc1,-2.02,OpenChem.sdf,
COCc1ccc(C#N)cc1,COCc1ccc(C#N)cc1,1.23,OpenChem.sdf,
Cc1cncc(N)n1,Cc1cncc(N)n1,0.35,OpenChem.sdf,
O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,2.61,OpenChem.sdf,
CCCCCCBr,CCCCCCBr,3.8,OpenChem.sdf,
O=[N+]([O-])c1cc[n+]([O-])c2c([N+](=O)[O-])cccc12,O=[N+]([O-])c1cc[n+]([O-])c2c([N+](=O)[O-])cccc12,0.76,OpenChem.sdf,
CNC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCC1CCC(N)CC1,CNC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCC1CCC(N)CC1,1.12,OpenChem.sdf,
COc1ccccc1N1CCN(CC2CN=C(N)O2)CC1,COc1ccccc1N1CCN(CC2CN=C(N)O2)CC1,0.76,OpenChem.sdf,
CCC1(CCC(C)C)C(=O)NC(=S)NC1=O,CCC1(CCC(C)C)C(=O)NC(=S)NC1=O,2.98,OpenChem.sdf,
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,6.2,OpenChem.sdf,
CN(C(O)=NC(C)(C)c1ccccc1)c1ccccc1,CN(C(O)=NC(C)(C)c1ccccc1)c1ccccc1,3.01,OpenChem.sdf,
CCOC(=O)C(=Cc1cccc(C)c1)C(C)=O,CCOC(=O)C(=Cc1cccc(C)c1)C(C)=O,2.8,OpenChem.sdf,
C[N+](C)([O-])Cc1ccccc1,C[N+](C)([O-])Cc1ccccc1,-0.57,OpenChem.sdf,
Cc1cccc(C)c1NC(=O)CCCCN,Cc1cccc(C)c1NC(=O)CCCCN,1.02,OpenChem.sdf,
CC(C)CNCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1,CC(C)CNCc1cccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)c1,2.31,OpenChem.sdf,
Fc1cncnc1,Fc1cncnc1,-0.03,OpenChem.sdf,
CCON=C(CC)C1=C(O)CC(c2cccc(Oc3ccc(Cl)c(Cl)c3)c2)CC1=O,CCON=C(CC)C1=C(O)CC(c2cccc(Oc3ccc(Cl)c(Cl)c3)c2)CC1=O,6.32,OpenChem.sdf,
CC(=O)Nc1ccc(C(=O)O)c(O)c1,CC(=O)Nc1ccc(C(=O)O)c(O)c1,1.62,OpenChem.sdf,
CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,3.76,OpenChem.sdf,
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.2,OpenChem.sdf,
Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)ccc(Cl)c1O2,Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)ccc(Cl)c1O2,6.24,OpenChem.sdf,
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Cl)c1Cl,CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(Cl)c1Cl,3.41,OpenChem.sdf,
O=C(CF)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,O=C(CF)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,0.15,OpenChem.sdf,
CC(=O)Cc1ccccc1,CC(=O)Cc1ccccc1,1.44,OpenChem.sdf,
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,0.2,OpenChem.sdf,
O=C(O)Cc1ccc(Cl)cc1,O=C(O)Cc1ccc(Cl)cc1,2.12,OpenChem.sdf,
NNC(=O)c1ccc(N)cc1,NNC(=O)c1ccc(N)cc1,-0.75,OpenChem.sdf,
O=C(NN1CC=CCC1)c1cccs1,O=C(NN1CC=CCC1)c1cccs1,1.88,OpenChem.sdf,
Cc1cc(=O)oc2c1cc(C)c1occ(C)c12,Cc1cc(=O)oc2c1cc(C)c1occ(C)c12,3.23,OpenChem.sdf,
COc1cccc([N+](=O)[O-])c1,COc1cccc([N+](=O)[O-])c1,2.16,OpenChem.sdf,
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,2.53,OpenChem.sdf,
COc1cccc(OCCN(C)C)c1,COc1cccc(OCCN(C)C)c1,1.69,OpenChem.sdf,
Cc1n[nH]c(C(=O)NC2C3CC4CC(C3)CC2C4)c1[N+](=O)[O-],Cc1n[nH]c(C(=O)NC2C3CC4CC(C3)CC2C4)c1[N+](=O)[O-],2.83,OpenChem.sdf,
Cc1cccc(C(=O)O)c1,Cc1cccc(C(=O)O)c1,2.37,OpenChem.sdf,
Oc1c(Br)cc(Br)c(O)c1Br,Oc1c(Br)cc(Br)c(O)c1Br,4.37,OpenChem.sdf,
CC(=O)OCOC(=O)C(C)c1cccc(C(=O)c2ccccc2)c1,CC(=O)OCOC(=O)C(C)c1cccc(C(=O)c2ccccc2)c1,3.4,OpenChem.sdf,
CCCCc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,CCCCc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,4.97,OpenChem.sdf,
CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,1.78,OpenChem.sdf,
CCCCCOC(=O)C(C(=O)OCCCCC)=C1SCCS1,CCCCCOC(=O)C(C(=O)OCCCCC)=C1SCCS1,5.6,OpenChem.sdf,
CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,4.81,OpenChem.sdf,
OCC(O)c1ccccc1Cl,OCC(O)c1ccccc1Cl,1.17,OpenChem.sdf,
CC(N)CC1CCCCCCC1,CC(N)CC1CCCCCCC1,3.7,OpenChem.sdf,
O=C1C=CC(=O)N1,O=C1C=CC(=O)N1,-0.29,OpenChem.sdf,
CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,4.4,OpenChem.sdf,
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1Cl,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1Cl,3.51,OpenChem.sdf,
Cc1cc([N+](=O)[O-])cc2c1NC(=O)CN=C2c1ccccc1,Cc1cc([N+](=O)[O-])cc2c1NC(=O)CN=C2c1ccccc1,2.44,OpenChem.sdf,
O=C(Cc1ccccc1)Nc1cccc(I)c1,O=C(Cc1ccccc1)Nc1cccc(I)c1,3.91,OpenChem.sdf,
O=[N+]([O-])C=Cc1cccc([N+](=O)[O-])c1,O=[N+]([O-])C=Cc1cccc([N+](=O)[O-])c1,1.82,OpenChem.sdf,
c1csc(N2CCNCC2)n1,c1csc(N2CCNCC2)n1,0.61,OpenChem.sdf,
COC(=O)c1ccccc1S(N)(=O)=O,COC(=O)c1ccccc1S(N)(=O)=O,0.01,OpenChem.sdf,
CCC(=O)C1(C)CCC2C3CCC4=CC(=O)CCC4=C3CCC21C,CCC(=O)C1(C)CCC2C3CCC4=CC(=O)CCC4=C3CCC21C,4.04,OpenChem.sdf,
CC(=O)C(C(=O)ON=C(C)C12CC3CC(CC(C3)C1)C2)c1ccccc1,CC(=O)C(C(=O)ON=C(C)C12CC3CC(CC(C3)C1)C2)c1ccccc1,4.64,OpenChem.sdf,
O=[N+]([O-])c1ccc(CCO)cc1,O=[N+]([O-])c1ccc(CCO)cc1,1.12,OpenChem.sdf,
COc1cc(CN=O)ccc1OCCOC(=O)c1ccccc1,COc1cc(CN=O)ccc1OCCOC(=O)c1ccccc1,2.94,OpenChem.sdf,
COC(=O)CCCO,COC(=O)CCCO,-0.06,OpenChem.sdf,
O=C(O)CCCCCNCCc1ccccc1,O=C(O)CCCCCNCCc1ccccc1,-1.3,OpenChem.sdf,
BrCCc1ccccc1,BrCCc1ccccc1,3.09,OpenChem.sdf,
Nc1c(-c2ccccc2)no[n+]1[O-],Nc1c(-c2ccccc2)no[n+]1[O-],1.42,OpenChem.sdf,
CCCC(=NOCC)C1=C(O)CC2(CCC(CC(C)(C)C)CC2)OC1=O,CCCC(=NOCC)C1=C(O)CC2(CCC(CC(C)(C)C)CC2)OC1=O,5.3,OpenChem.sdf,
CC(=O)Nc1cc(C(=O)NN)ccn1,CC(=O)Nc1cc(C(=O)NN)ccn1,-1.25,OpenChem.sdf,
CC(=O)C=Cc1ccc([N+](=O)[O-])cc1,CC(=O)C=Cc1ccc([N+](=O)[O-])cc1,1.9,OpenChem.sdf,
c1ccc2nonc2c1,c1ccc2nonc2c1,1.69,OpenChem.sdf,
CCCC1=Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,CCCC1=Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1.21,OpenChem.sdf,
CN(C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21,CN(C)CCN1C(=O)c2ccccc2Nc2cc(Cl)ccc21,3.73,OpenChem.sdf,
Fc1cccc(F)c1,Fc1cccc(F)c1,2.21,OpenChem.sdf,
CCC(CC)C1=Nc2ccccc2S(=O)(=O)N1,CCC(CC)C1=Nc2ccccc2S(=O)(=O)N1,1.88,OpenChem.sdf,
CCn1c(=O)[nH]c(=O)c2[nH]cnc21,CCn1c(=O)[nH]c(=O)c2[nH]cnc21,-0.11,OpenChem.sdf,
CN(C)CCOc1ccc(Cl)cc1,CN(C)CCOc1ccc(Cl)cc1,3.05,OpenChem.sdf,
CCCCCCCCCCCCCCc1ccccc1,CCCCCCCCCCCCCCc1ccccc1,9.95,OpenChem.sdf,
Nc1ccc(S(=O)(=O)Nc2ccccc2[N+](=O)[O-])cc1,Nc1ccc(S(=O)(=O)Nc2ccccc2[N+](=O)[O-])cc1,2.11,OpenChem.sdf,
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,7.41,OpenChem.sdf,
N#CN=C1NCCN1Cc1cccnc1,N#CN=C1NCCN1Cc1cccnc1,0.77,OpenChem.sdf,
NC(=O)Nc1ccc(Br)cc1,NC(=O)Nc1ccc(Br)cc1,1.98,OpenChem.sdf,
Cc1ccc(C(=O)N(C)N)cc1,Cc1ccc(C(=O)N(C)N)cc1,1.36,OpenChem.sdf,
C#CCC(O)(CC#C)c1cccnc1,C#CCC(O)(CC#C)c1cccnc1,1.29,OpenChem.sdf,
N#Cc1ccccc1O,N#Cc1ccccc1O,1.61,OpenChem.sdf,
CNC(=O)c1cccnc1,CNC(=O)c1cccnc1,0.0,OpenChem.sdf,
OCc1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,OCc1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,3.27,OpenChem.sdf,
CS(=O)CC(=O)CN=O,CS(=O)CC(=O)CN=O,-0.72,OpenChem.sdf,
CC1=CC(O)C2CC1C2(C)C,CC1=CC(O)C2CC1C2(C)C,3.16,OpenChem.sdf,
CCCCCCCCCCCCCCCC[n+]1ccc(C)cc1C,CCCCCCCCCCCCCCCC[n+]1ccc(C)cc1C,3.9,OpenChem.sdf,
CNC(=O)OCc1c2c(n3c1C(OC(C)=O)CC3)C(=O)C=C(OC)C2=O,CNC(=O)OCc1c2c(n3c1C(OC(C)=O)CC3)C(=O)C=C(OC)C2=O,1.19,OpenChem.sdf,
CC(=O)c1csc2ccccc12,CC(=O)c1csc2ccccc12,2.78,OpenChem.sdf,
COc1ccc(OC)c(Cc2cnc(N)nc2N)c1,COc1ccc(OC)c(Cc2cnc(N)nc2N)c1,1.7,OpenChem.sdf,
CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,2.05,OpenChem.sdf,
CCCOc1ccccc1CNc1[nH]cnc2ncnc1-2,CCCOc1ccccc1CNc1[nH]cnc2ncnc1-2,3.27,OpenChem.sdf,
CCC(C)NC(=O)C=C(N)c1ccc(Cl)cc1,CCC(C)NC(=O)C=C(N)c1ccc(Cl)cc1,2.94,OpenChem.sdf,
c1ccc(Nc2nnc(Cn3ccc4ccccc43)s2)cc1,c1ccc(Nc2nnc(Cn3ccc4ccccc43)s2)cc1,3.47,OpenChem.sdf,
Clc1ccc(-c2cccc(Cl)c2)cc1,Clc1ccc(-c2cccc(Cl)c2)cc1,5.15,OpenChem.sdf,
Nc1nc(N)nc(-c2ccccc2[N+](=O)[O-])n1,Nc1nc(N)nc(-c2ccccc2[N+](=O)[O-])n1,0.49,OpenChem.sdf,
CCCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,CCCCCCCOc1ccc(NC(=O)OCCN2CCCCC2)cc1,5.87,OpenChem.sdf,
CC(=O)Nc1ccc(Cl)c(Cl)c1,CC(=O)Nc1ccc(Cl)c(Cl)c1,3.0,OpenChem.sdf,
CC(=O)OCC(COC(C)=O)OC(C)=O,CC(=O)OCC(COC(C)=O)OC(C)=O,0.25,OpenChem.sdf,
Cc1ncc([N+](=O)[O-])n1CCNC(=O)OC1CCCCC1,Cc1ncc([N+](=O)[O-])n1CCNC(=O)OC1CCCCC1,2.01,OpenChem.sdf,
CON(C)C(=O)Nc1ccc(Br)cc1,CON(C)C(=O)Nc1ccc(Br)cc1,2.38,OpenChem.sdf,
Cn1nc2ccc(NC(=O)c3ccc([N+](=O)[O-])cc3)cc2n1,Cn1nc2ccc(NC(=O)c3ccc([N+](=O)[O-])cc3)cc2n1,2.53,OpenChem.sdf,
CC(C)CCCCCNc1[nH]cnc2ncnc1-2,CC(C)CCCCCNc1[nH]cnc2ncnc1-2,4.16,OpenChem.sdf,
Cc1cccc(Cl)c1,Cc1cccc(Cl)c1,3.28,OpenChem.sdf,
CC(=O)Nc1cccc(C)c1,CC(=O)Nc1cccc(C)c1,1.68,OpenChem.sdf,
O=c1nc(N=CN2CCOCC2)ccn1C1CC(F)C(CO)O1,O=c1nc(N=CN2CCOCC2)ccn1C1CC(F)C(CO)O1,-0.68,OpenChem.sdf,
NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,0.93,OpenChem.sdf,
COC(=O)CS(=O)(=O)c1ccc(Br)cc1,COC(=O)CS(=O)(=O)c1ccc(Br)cc1,1.52,OpenChem.sdf,
Cn1c([N+](=O)[O-])cnc1C=Cc1ccncn1,Cn1c([N+](=O)[O-])cnc1C=Cc1ccncn1,0.85,OpenChem.sdf,
C=C1C(=O)OC2C=C(C)C(OC(C)=O)CC(O)C(C)=CC(OC(=O)C(C)=CC)C12,C=C1C(=O)OC2C=C(C)C(OC(C)=O)CC(O)C(C)=CC(OC(=O)C(C)=CC)C12,1.16,OpenChem.sdf,
CCOCCOC(=O)C(C#N)=C(CC)NCc1ccc([N+](=O)[O-])cc1,CCOCCOC(=O)C(C#N)=C(CC)NCc1ccc([N+](=O)[O-])cc1,2.64,OpenChem.sdf,
O=C(Cc1ccccc1)NCCNCC(O)COc1ccccc1,O=C(Cc1ccccc1)NCCNCC(O)COc1ccccc1,0.63,OpenChem.sdf,
