"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL1682820";"";"None";"254.28";"0";"3.23";"5533";"O=C1CCOc2cc(COc3ccccc3)ccc21";"LogD7.4";"";"3.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL515001";"";"None";"396.47";"0";"3.95";"3229";"Cc1ncc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2F)n1C(C)C";"LogD7.4";"";"3.01";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL191553";"";"None";"373.42";"0";"4.32";"1697";"CC(=O)Nc1ccc(CNc2[nH]nc3ccnc(Oc4ccccc4)c23)cc1";"LogD7.4";"";"3.03";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL1289574";"";"None";"362.83";"0";"3.74";"4978";"O=C(COCc1ccncc1)N1CCC(F)(c2ccc(Cl)cc2)CC1";"LogD7.4";"";"3.03";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL1626";"CLEMASTINE";"4.0";"343.90";"1";"5.10";"1724";"CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1";"LogD7.4";"";"3.04";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL551707";"";"None";"549.12";"1";"4.15";"3330";"O=C(NCC12CC3CC(CC(C3)C1)C2)c1c(Cl)ccc2nc(N3CCC[C@H](NCCc4nnn[nH]4)C3)ccc12";"LogD7.4";"";"3.08";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL59438";"";"None";"237.26";"0";"3.31";"1277";"Oc1ccc(-c2ccc3cc(O)ccc3n2)cc1";"LogD7.4";"";"3.1";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL2088096";"";"None";"435.49";"0";"3.65";"4102";"COc1cc(CCc2cc(Nc3ccnc(NCc4cc(C)no4)n3)n[nH]2)cc(OC)c1";"LogD7.4";"";"3.1";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL2335886";"";"None";"372.43";"0";"4.46";"4404";"COCCOc1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1";"LogD7.4";"";"3.1";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL565079";"";"None";"381.48";"0";"2.01";"4616";"Cc1cccc(C[C@H](NC(=O)c2cc(C(C)(C)C)nn2C)C(=O)NCC#N)c1";"LogD7.4";"";"3.1";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL1809207";"";"None";"507.98";"1";"3.36";"4928";"COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3cc(CO)ccn23)n1";"LogD7.4";"";"3.1";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL593300";"";"None";"306.41";"0";"2.90";"1311";"Cn1c(CN2CCN(c3ccccc3)CC2)nc2ccccc21";"LogD7.4";"";"3.11";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL1617016";"";"None";"340.22";"0";"4.27";"1039";"Nc1c2c(nc3ccc(Br)cc13)N(c1ccccc1)CC2";"LogD7.4";"";"3.12";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL1950851";"";"None";"420.57";"0";"2.09";"5326";"CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C";"LogD7.4";"";"3.12";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL182150";"";"None";"425.48";"0";"4.13";"3595";"CN(C)c1nc(N[C@H]2CC[C@@H](NC(=O)c3ccc(F)c(F)c3)CC2)nc2ccccc12";"LogD7.4";"";"3.13";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL2207664";"";"None";"522.35";"1";"3.64";"2459";"Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]c(=O)cc3C(F)(F)F)CC2)c1Cl";"LogD7.4";"";"3.14";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL1459468";"";"None";"267.29";"0";"2.82";"3088";"COc1ccccc1C(=O)Nc1nc2ccccc2[nH]1";"LogD7.4";"";"2.9";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL1364572";"";"None";"284.34";"0";"2.72";"275";"NC(=O)c1sc2nccc(Nc3ccccc3)c2c1N";"LogD7.4";"";"2.91";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL1236772";"";"None";"380.43";"0";"3.24";"4021";"CS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1";"LogD7.4";"";"2.91";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL2137932";"";"None";"226.28";"0";"2.78";"518";"CC(O)(C(=O)c1ccccc1)c1ccccc1";"LogD7.4";"";"2.92";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL1933593";"";"None";"389.33";"0";"0.77";"3637";"C[C@H]1O[C@@H](n2cnc3c(N)nc(OC(C4CC4)C(F)(F)F)nc32)[C@H](O)[C@@H]1O";"LogD7.4";"";"1.83";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL567508";"";"None";"196.27";"0";"1.31";"6";"NC(=O)c1c(N)sc2c1CCCC2";"LogD7.4";"";"1.84";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL2172005";"";"None";"454.57";"0";"2.72";"4497";"COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2)cc1OC";"LogD7.4";"";"1.85";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL429";"LABETALOL";"4.0";"328.41";"0";"2.14";"1068";"CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1";"LogD7.4";"";"1.06";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL1784354";"";"None";"359.42";"0";"0.90";"1318";"CC(C)(CS(=O)(=O)N1CCN(c2ccc(F)cc2)CC1)N(O)C=O";"LogD7.4";"";"1.07";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL481312";"";"None";"149.19";"0";"1.67";"34";"CC(=O)N(C)c1ccccc1";"LogD7.4";"";"1.1";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL407";"FLUMAZENIL";"4.0";"303.29";"0";"1.77";"232";"CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2";"LogD7.4";"";"1.1";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL2325710";"";"None";"467.60";"0";"2.62";"5207";"O=S(=O)(C1CCNCC1)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CC1";"LogD7.4";"";"1.1";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL1373";"MODAFINIL";"4.0";"273.36";"0";"2.01";"2730";"NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1";"LogD7.4";"";"1.12";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL275742";"DEXPROPRANOLOL";"-1.0";"259.35";"0";"2.58";"2630";"CC(C)NC[C@@H](O)COc1cccc2ccccc12";"LogD7.4";"";"1.13";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL1643203";"";"None";"500.38";"1";"4.73";"5431";"Cc1cc(CN2Cc3cccnc3CC2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O";"LogD7.4";"";"1.15";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL437526";"PRALNACASAN";"-1.0";"523.55";"1";"0.66";"2463";"CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N12";"LogD7.4";"";"1.16";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL1194666";"DIETHYLPROPION";"4.0";"205.30";"0";"2.60";"343";"CCN(CC)C(C)C(=O)c1ccccc1";"LogD7.4";"";"1.18";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL99689";"";"None";"404.47";"0";"3.14";"795";"CN(C)CC(O)COc1ccc(Nc2nccc(Nc3ccccc3C#N)n2)cc1";"LogD7.4";"";"1.2";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL325873";"";"None";"573.52";"1";"4.23";"2341";"CC(C)C(NC(=O)Cn1c(-c2cccc(C(=O)O)c2)ccc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F";"LogD7.4";"";"1.2";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL255244";"";"None";"429.57";"0";"4.03";"3387";"CCN1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C)c2)CC1";"LogD7.4";"";"1.2";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL2208437";"";"None";"514.48";"1";"2.74";"2151";"CS(=O)(=O)c1ccccc1C(=O)NCC(O)CNC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1";"LogD7.4";"";"1.21";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL1916281";"";"None";"454.60";"0";"4.45";"5057";"Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1";"LogD7.4";"";"1.21";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL454";"BUTALBITAL";"4.0";"224.26";"0";"0.96";"213";"C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O";"LogD7.4";"";"1.48";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL2070938";"";"None";"387.51";"0";"1.77";"4117";"N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nccs3)CC2)CC1";"LogD7.4";"";"1.3";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
"CHEMBL934";"METYRAPONE";"4.0";"226.28";"0";"2.64";"526";"CC(C)(C(=O)c1cccnc1)c1cccnc1";"LogD7.4";"";"1.45";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3301363";"ASTRAZENECA: Octan-1-ol/water (pH7.4) distribution coefficent measured  by a shake flask method described in J. Biomol. Screen. 2011, 16, 348-355. Experimental range -1.5 to 4.5";"P";"BAO_0000100";"small-molecule physicochemical format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2362975";"No relevant target";"";"NO TARGET";"CHEMBL3301361";"27";"AstraZeneca Deposited Data";"";"";"None";"";""
