molecule,logp,dataset_type
CN1CC=C(c2ccccc2)CC1,2.71,validation
NCC(O)c1ccc(O)cc1,-0.9,validation
BrCCc1ccccc1,3.09,validation
CCN(CC)CCNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,1.7,validation
COc1nc(=N)nc(C(Cl)(Cl)Cl)[nH]1,2.39,validation
CCCNC(=O)N1CCN(C(=O)NCCC)CC1,1.04,validation
c1ccc2c(c1)CCCN2,2.29,validation
Cc1cccc(CO)c1,1.6,validation
COc1cc(Cl)c(Cl)c(Cl)c1O,3.72,validation
Nc1ccc(C(=O)O)c(I)c1,1.65,validation
CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,3.29,validation
O=C(CCl)N1CCOCC1,-0.6,validation
O=[N+]([O-])c1ccc(ON=Cc2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1,3.3,validation
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(N2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)F)C(F)(F)C1(F)F,7.1,validation
CCCCCC[N+](=O)[O-],2.7,validation
CCCCCCCCCCCCCCCC(=O)O,7.17,validation
NC(=O)Nc1ccc(Oc2ccc(Br)cc2)cc1,3.7,validation
NCCc1nc(-c2ccccc2)cs1,2.22,validation
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)C(N)CCCN=C(N)N)C(=O)O,-0.03,validation
O=C(O)c1cc([N+](=O)[O-])ccc1O,2.34,validation
Cc1cccc([N+](=O)[O-])c1C(N)=O,0.1,validation
CCCCCCC(CCCCC)c1ccccc1,8.01,validation
CC(C)(C)c1ccc2c(c1)OCCOCCOCCOCCO2,2.26,validation
O=C(CC(O)CC(O)C=Cn1c(C(F)(F)F)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1)O[Na],0.73,validation
CCc1ccccc1[N+](=O)[O-],2.58,validation
Cc1ncc(CO)c(CO)c1O,-0.77,validation
Cn1cc(O)[nH]c1=N,-1.76,validation
CSc1ccc(SC)nn1,1.85,validation
N=c1ncn(C2OC(CO)C(O)C2O)c(=O)[nH]1,-2.17,validation
CN1CCN(Cc2cccc(COc3ccccc3)c2)CC1,3.05,validation
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,3.41,validation
CNC(=S)NCC(F)(F)C(F)(F)C(F)(F)F,1.99,validation
Cn1nc2ccc(NC(=O)c3ccc(Cl)cc3)cc2n1,3.13,validation
CC1NCCN1CCO,-1.93,validation
CC(C)NNC(=O)COc1cccc(Cl)c1,1.91,validation
CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-0.09,validation
O=[N+]([O-])c1ccc(OCC(O)CNCC(O)COc2ccccc2)cc1,2.62,validation
CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,4.58,validation
CCCN1CCOC2c3cc(O)ccc3OCC21,1.97,validation
CCOC(=O)Oc1cccc2cccnc12,1.73,validation
O=C(NP(=O)(N1CC1)N1CC1)c1cccc(Br)c1,1.43,validation
ClCC1(C(Cl)Cl)C2CC(Cl)(Cl)C1(C(Cl)Cl)C(Cl)C2(Cl)Cl,6.64,validation
CN(C(=O)c1ccccc1)c1ccccc1,2.36,validation
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(OC=O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,2.64,validation
Clc1cc(Cl)c2oc3c(Cl)c(Cl)cc(Cl)c3c2c1,6.24,validation
CN=C1CC(=O)c2ccccc2C1=O,1.74,validation
Clc1ccc2c(Cl)c(Cl)c(Cl)c(Cl)c2c1,7.0,validation
FC(F)(F)C(Cl)Br,2.3,validation
C[N+](C)(CCCc1ccccc1)CCCS(=O)(=O)[O-],-1.57,validation
COc1cccc(OC)c1-c1nc2ccncc2[nH]1,1.66,validation
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2,-0.44,validation
CCOC(=O)C(Cc1ccc(OC)c(OC)c1)=NC=O,1.97,validation
CC(=O)/C=C/c1ccccc1,2.07,validation
CNC(=O)C=Cc1ccccc1,1.81,validation
Cc1cccc(NC(=O)Cc2ccc(Br)cc2)c1C,4.05,validation
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1SC,1.54,validation
COc1ccc(N)cc1,0.95,validation
CC(C)(C)NCC(O)COCC=Cc1ccccc1,2.29,validation
Cc1cccc2c1c([N+](=O)[O-])cc[n+]2[O-],1.36,validation
Cn1cccn1,0.23,validation
CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1Cl,3.51,validation
COc1ccc(-n2ccc(=O)c(O)c2C)cc1,1.27,validation
O=COc1ccccc1,1.26,validation
CC(=O)OCCN1C(=O)C(OC(C)=O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.74,validation
CCCCCCN(SN(C)C(=O)ON=C(C)SC)C(=O)N(C)C,3.3,validation
Cc1nc2ccccc2[nH]1,1.43,validation
CCC1(C(=O)NC(C)c2ccc(Cl)cc2)C(C)C1(Cl)Cl,4.28,validation
C=CC1CC=CCC1,3.93,validation
CNC(=O)OCc1c2n(c3c(O)cc(N4CCCC4)c(O)c13)CC=C2OC(C)=O,1.4,validation
Cc1ncc([N+](=O)[O-])n1CCOC(=O)N(C)C,0.47,validation
CNC(=O)N(C)c1nc2ccccc2s1,2.64,validation
O=C1CC(Sc2ccc(Cl)cc2)N1,2.31,validation
Clc1cc(Cl)cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c1,7.1,validation
Cc1cc(C)n2nc(SCC(=O)NCCNC(=O)CSc3nc4nc(C)cc(C)n4n3)nc2n1,0.82,validation
CCCCCCOc1cc(N)ccc1C(=O)O,3.22,validation
CC=CC#CC#CC#CC=CC(Cl)CO,3.91,validation
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3C(=O)CC21C,3.3,validation
N#Cc1ccccc1OCC(O)CNCCNC(=O)Cc1ccc(O)cc1,0.92,validation
Cc1cc(C)n(CCOC(=O)C2[C@H](C=C(Cl)Cl)C2(C)C)n1,4.76,validation
Cc1cc(NC(N)=O)ccc1Br,2.49,validation
CN1CCN(N=O)CC1,0.2,validation
Cc1cc[nH]c(=N)c1,0.56,validation
c1ccc(-c2cnc3ccccc3n2)cc1,3.48,validation
OCC1OC(SCc2ccccc2)C(O)C(O)C1O,-0.47,validation
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.35,validation
O=C(Cc1ccccc1)NCCNCC(O)COC1CCCc2ccccc21,1.68,validation
CC(C)CC([NH3+])C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)[O-],-1.58,validation
CCOc1ccccc1C(=O)N(C(C)C)C(C)C,3.0,validation
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,4.48,validation
CNC(=O)c1ccc[nH]1,0.42,validation
O=[N+]([O-])c1c[nH]c(=NC2=NCCN2CCO)s1,1.23,validation
S=c1ccss1,1.58,validation
Cn1c([N+](=O)[O-])cnc1-c1ccccc1,1.58,validation
CN(C)CCCC(c1ccccc1)c1ccc(C(C)(C)C)cc1,5.72,validation
CC1(C)C2CCC1(C)C(O)C2,2.69,validation
COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,5.2,validation
N#CCc1ccc(Cl)cc1,2.47,validation
CNC(=O)Oc1ccc(C(C)=O)cc1,1.01,validation
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)O,0.06,validation
CCC(C)(C)O,0.89,validation
Brc1cccc(Oc2ccc(Br)c(Br)c2Br)c1,6.05,validation
COC(O)Cn1c([N+](=O)[O-])nc(Br)c1Br,1.02,validation
O=C(O)COc1ccccc1O,0.85,validation
CCOC(=O)Nc1ccc(OCC)c(OCC)c1,2.54,validation
FC(F)(F)F,1.18,validation
O=C(CCOCCc1ccccc1)NCCNCCc1ccc(O)c2[nH]c(=O)sc12,1.34,validation
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC21CCC(=O)O1,2.98,validation
CNS(=O)(=O)c1n[nH]c(=NC(C)=O)s1,0.49,validation
CC(=O)Oc1cccc(C(=O)O)c1,1.49,validation
CC(=O)Oc1c[nH]c2ccccc12,2.01,validation
COC(=O)C1=C(C)N=C(C)C(P2(=O)OCCCO2)C1c1ccccc1[N+](=O)[O-],1.3,validation
CC(C)C(C)P(C)(C)=O,1.08,validation
CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,0.05,validation
COc1c(OC)c(OC(C)=O)c2c(OC)cccc2c1OC(C)=O,2.43,validation
CCCN(N=O)C(N)=O,0.3,validation
CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,3.69,validation
N#CC(C#N)=NNc1ccc(N=Nc2ccccc2)cc1,4.25,validation
C#CCOc1c(Cl)cc(N=CNOC(C)C)cc1Cl,3.9,validation
C=CCC1(C(=O)NC(N)=O)CC(C)OC1=O,0.22,validation
COc1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,3.46,validation
C=CCCCCCC,4.57,validation
CCS(=O)c1sc(C#N)cc1C#N,1.78,validation
Cc1cccc2nccnc12,2.04,validation
CC[C@H](C)NC(=O)NC(C(F)(F)F)C(F)(F)F,2.84,validation
CNC(=O)ON=C1SCOC1(C)C,0.82,validation
Cc1cc(C)c2oc(=O)sc2c1,3.25,validation
NS(=O)(=O)c1cc2c(cc1[N+](=O)[O-])NCNS2(=O)=O,0.2,validation
CC(C)=CCCC1=NN(C=O)[C@@](C)(CCC=C(C)C)C1,5.02,validation
COc1ccc(-c2nc3ccncc3n2C)c(OC)c1,2.68,validation
Cc1c(C)c(C)c(CSc2nnc(CC#N)n2C)c(C)c1C,4.14,validation
O=C1c2ccccc2C(=O)N1c1ccccc1,2.4,validation
CC(=O)Nc1ccc(Br)cc1,2.29,validation
O=[N+]([O-])c1ccccc1-n1c(O)ccc1O,0.36,validation
CC1CCCC(C)N1N=O,1.36,validation
COC1=CC(=O)c2ccccc2C1=O,1.35,validation
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1.71,validation
CS(=O)(=O)CCn1ccnc1[N+](=O)[O-],-1.3,validation
CC1(C)N=C(N)N=C(N)N1c1cccc([N+](=O)[O-])c1,0.06,validation
CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)O,-1.39,validation
CCC(C)c1ccccc1OC(=O)N(C)C,3.31,validation
CCCCCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.37,validation
Cc1cccc2nc3n(c(=O)c12)CCC3,1.59,validation
O=C(O)CCCC1=NS(=O)(=O)c2cc(Cl)ccc2N1,0.83,validation
CCN=c1[nH]c(Cl)nc(=NC(C)CC)[nH]1,2.61,validation
CC1(C)OC2CC3C4CC(F)=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,2.48,validation
O=C(Cc1ccccc1)Nc1ccc(Br)cc1,3.7,validation
CC(C)CC(N)C(=O)O,-1.52,validation
S=c1ssc2c1CCCCCC2,3.75,validation
CC(C)(C)c1cccc(C(C)(C)C)c1O,4.92,validation
N=c1nc(-c2c(Cl)cccc2Cl)[nH]c(=N)[nH]1,1.38,validation
O=C(O)CCCCc1ccccc1,2.94,validation
Cc1ccccc1OC1C(=O)N(Cc2ccc3c(c2)OCO3)[C@H]1c1ccc2c(c1)OCO2,4.37,validation
CCNC(=O)C(NC(=O)CNC(=O)c1ccccc1)C(C)C,1.05,validation
O=c1cn[nH]c2ccccc12,0.82,validation
CC(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,-2.27,validation
COCCc1ccc(OCC(O)CNC(C)C)cc1,2.07,validation
O=C(O)/C=C/C=C/c1ccccc1,3.15,validation
CCCc1c2c(c(O)c3c(=O)cc(C(=O)O)oc13)CCCC2,5.0,validation
COc1ccc2c(C)c(C)c(=O)oc2c1C,3.45,validation
CN(C)C1=CC(=O)C(N(C)C)=CC1=O,1.03,validation
CC1(C)C(=O)NC(=O)NC1=O,-0.44,validation
S=C1CCCCN1,0.13,validation
COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OCC#N,0.72,validation
CNS(=O)(=O)c1ccc(Cl)cc1,1.92,validation
N=c1[nH]ncs1,-0.57,validation
CC(=O)N=c1cncc(Cl)[nH]1,1.1,validation
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCCCC(N)=O,2.3,validation
O=c1[nH]c2c(O)ccc(CCNCCCOCCOCCc3ccccc3)c2s1,1.19,validation
CCCC(=NOCC)C1C(=O)CC2(CCCCC2C)OC1=O,3.9,validation
c1cscn1,0.44,validation
Cc1nccnc1OC(C)C,2.24,validation
OCC1CC(F)C(n2cnc3c(Br)ncnc32)O1,0.44,validation
CCCCCn1cnc2c(=NC(C)=O)[nH]cnc21,0.98,validation
Cc1cccc2nccc(=O)n12,0.74,validation
O=c1[nH]c2c(O)ccc(CCNCCSCCCOCCc3ccc([N+](=O)[O-])cc3)c2s1,3.29,validation
Nc1ccc(I)cc1,2.34,validation
CC(=O)NC(C(C)=O)C(N)O,-1.57,validation
c1cncc(C2CCCCN2)c1,0.97,validation
O=c1cc(-c2ccccc2)o[nH]1,2.55,validation
N=C(N)NN=Cc1cccs1,0.98,validation
NC(=O)c1c(Cl)cccc1[N+](=O)[O-],0.12,validation
CC(=O)Oc1cccc(C)c1,2.09,validation
CCOC(=O)COc1ccc(-n2sc3ccccc3c2=O)cc1,2.96,validation
CCNC(C)Cc1cccc(C(F)(F)F)c1,3.36,validation
CC(C)c1cccc(C(C)C)c1N,3.18,validation
Cc1nc2n(c(=O)c1C)CCCC2,0.6,validation
Cc1c[nH]c2ccc3c(nc(=N)n3C)c2n1,1.01,validation
CC(OC(=O)c1cccc(C(F)(F)F)c1)C(N)=O,2.75,validation
CC(=O)Nc1cc(C)c(C)c(C)c1,2.5,validation
CN(C)C1=NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,1.14,validation
CCOP(N)(=O)SCC,0.15,validation
CC(C)N(N=O)C(C)C,1.38,validation
CNC(=O)ON=CC(C)(C)SC,1.13,validation
CC1=C(C(=O)OCCc2ccccc2)[C@@H](c2ccc3c(c2)OCO3)C2C(=O)C[C@@H](c3cccs3)CC2=N1,5.44,validation
COC(=O)C1(S(=O)(=O)c2ccc(Br)cc2)CC1,2.32,validation
CC(=O)OCC(=O)C1(O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.77,validation
CCc1cccc(OC2OC(CO)C(O)C(O)C2O)c1,0.31,validation
CN(C)CCCc1ccccc1,2.73,validation
N#Cc1[nH]n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(=N)c1S(=O)C(F)(F)F,4.0,validation
N#CN=[N+]([O-])c1cc[n+]([O-])cc1,-0.41,validation
Nc1ccc(Br)cc1,2.26,validation
CCCN1CCOC2c3cccc(O)c3OCC21,1.93,validation
O=c1[nH]c2ccccc2n1C1CCN(CC(O)C2COc3ccccc3O2)CC1,3.43,validation
O=C1C=NC(c2ccccc2)c2cc(Br)ccc2N1,3.11,validation
Clc1ccc(-c2cccc(Cl)c2)cc1,5.15,validation
Cc1ccc(CN(C)N=O)cc1,2.14,validation
Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,6.78,validation
COc1ccccc1C(=O)N1CCN(C)CC1,0.29,validation
Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,5.81,validation
COc1ccc2cc(CC(=O)OCC(=O)NC(C)(C)C)ccc2c1,3.6,validation
CC(C)c1ccc([N+](=O)[O-])cc1,3.45,validation
O=C(O)c1cc(Br)ccc1O,3.23,validation
CC1CN=C(N=c2[nH]cc([N+](=O)[O-])s2)N1,1.82,validation
CC(=O)Oc1ccccc1C(=O)OCC(=O)N(C)CC(N)=O,-0.46,validation
COc1cccc(N2CCN(CC3CN=C(N)O3)CC2)c1,0.87,validation
FC(F)(F)c1ccc(C(F)(F)F)cc1,3.83,validation
CC(=O)Nc1ccc(OC(=O)CBr)cc1,1.08,validation
Clc1cncnc1,0.47,validation
Cc1ccc2c(c1)C(NC(=O)CN1CCOCC1)CO2,1.38,validation
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)c(F)c21,-0.57,validation
N#CCc1ccccc1,1.56,validation
CCC(=O)n1c(=O)n(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)c2ccccc21,4.8,validation
CC(=O)Nc1ccc(OC(C)=O)cc1,1.05,validation
CC(C)C(NC(=O)C([NH3+])Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)[O-],-0.76,validation
CCOC(CCC#N)OCC,0.75,validation
O=C(Nc1ccc(Cl)cc1[N+](=O)[O-])c1ccccc1O,4.09,validation
O=S(=O)(Nc1ccccc1)C(F)(F)F,3.05,validation
O=[N+]([O-])c1ccc(O)c2ncccc12,1.99,validation
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,5.95,validation
Cc1c(N(C)C)c(=O)n(C)c(=O)n1C,0.99,validation
CC(C)=CCCC(C)=CCO,3.56,validation
CNc1nc2c(C)cccn2c(=O)c1C=O,2.68,validation
CCc1csc(-c2ccc(C(C)C(=O)O)cc2)n1,3.75,validation
CCN(CC)C(C)C(=O)Nc1c(C)cccc1C,2.73,validation
COC(=O)c1ccc[nH]1,1.17,validation
CC(=O)N=C1CC(=O)N(c2ccc(Cl)cc2)C1=O,0.75,validation
CC1C(=O)C(=O)c2ccccc2C1=O,1.2,validation
COc1ccc([N+](=O)[O-])cc1N,1.47,validation
CSc1ccccc1C1=NCC(=O)Nc2ccc(Cl)cc21,2.99,validation
S=C=NCCCCc1cccnc1,2.7,validation
O=[N+]([O-])c1cc(Cl)cc(Cl)c1,3.09,validation
CCN=C1NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,1.16,validation
C(=C/c1ccccc1)\c1ccccc1,4.81,validation
CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,2.99,validation
CCCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,3.9,validation
CN(C)c1cccc([N+](=O)[O-])c1,2.16,validation
Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,3.0,validation
CCOC1OC2OC3(C)CCC4C(C)C(OC5OC(C(=O)O)C(O)C(O)C5O)CC(C1C)C24OO3,0.61,validation
Cc1ccc2c(c1)C(N1CCCC1=O)C(O)C(C)(C)O2,2.1,validation
O=C(O)CCCc1ccccc1,2.42,validation
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.97,validation
N=c1[nH]cnc2c1ncn2C1OC(CO)CC1O,-0.61,train
Cc1nc(=N)c(CNC(=O)N(CCCl)N=O)c[nH]1,0.39,train
C=CCOc1cc(N)ccc1C(=O)O,1.25,train
Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,7.4,train
COC(=O)Nc1ccc(C#N)cc1,1.82,train
NC(=S)c1ncccn1,-0.34,train
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,3.8,train
CCC(C)NC(=O)C(=Cc1ccccc1)OC,2.86,train
CCOC(=O)c1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1,2.3,train
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(C#N)c1,2.34,train
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,5.17,train
O=C(/C=C/c1cccs1)Nc1ccc(I)cc1,4.67,train
CCCCc1n[nH]c(=N)o1,0.65,train
CCOC(=O)C(C)n1nnc2ccccc21,1.87,train
CNC(=O)Oc1cc(C)cc(C)c1,2.23,train
COc1ccc2c(c1)OCC1(O)c3cc4c(cc3OC21)OCO4,2.58,train
O=C(O)CSC1=NS(=O)(=O)c2ccc(C(F)(F)F)cc2N1,1.62,train
Cc1cc2n(c1C(=O)c1ccc(Cl)cc1)CCC2C(=O)O,3.6,train
CCCn1nc2ccccc2n1,2.53,train
COC(=O)Cn1ccnc1[N+](=O)[O-],-0.09,train
NC(=O)c1ncccc1O,0.65,train
CC(=O)NNC(=O)Nc1ccc(O)cc1,-0.79,train
NC(=O)C(Cl)(Cl)Cl,1.04,train
CCC1(c2ccncc2)CCC(=O)NC1=O,0.58,train
Cc1ccc([N+](=O)[O-])c(O)c1,2.31,train
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,3.38,train
CN(C)C(=O)OCc1cccc(N)c1,1.06,train
CC(C)Oc1cn[nH]c1,1.13,train
CCOCCN(CCOCC)N=O,0.79,train
CCOC(=O)c1cccs1,2.33,train
CC1(C)N=C(N)N=C(N)N1c1ccc(N)cc1,-0.59,train
CCOC(=O)C(=Cc1cccc(C)c1)C(=O)OCC,3.55,train
O=NN1CCCCC1=O,-1.05,train
COc1ccc2cc(CC(=O)OCC(=O)N3CCOCC3)ccc2c1,2.13,train
CC(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccccc1,0.9,train
ClC=C1C2CC(C(Cl)C2(Cl)Cl)C1(C(Cl)Cl)C(Cl)Cl,5.49,train
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,4.64,train
CCNC(O)=NO,-0.76,train
CCc1ccccc1C(N)=O,1.17,train
CC#CCOC(C)c1ccc(OC)c(OC)c1,2.4,train
CC(C)N(C)N=Nc1ccc(C(N)=O)cc1,2.02,train
Cc1cc2occc2c2oc(=O)ccc12,2.41,train
Oc1ccc(N=C=S)cc1,2.74,train
CC(=O)c1ccc([N+](=O)[O-])cc1,1.53,train
CCOC(=O)Cn1c(O)c(OC(=O)c2ccccc2)c(OC(=O)c2ccccc2)c1O,5.0,train
O=C1C(=O)N(OCc2ccc(Br)cc2)[C@H]2CCCC[C@@H]2N1OCc1ccc(Br)cc1,5.49,train
Cn1cnc([N+](=O)[O-])c1S(N)(=O)=O,-0.74,train
CC[N+](C)(C)[N-]C(=O)C(O)(c1ccc(F)cc1)c1ccc(F)cc1,1.52,train
CCOC(=O)CNC(=O)c1cn(CC)c2nc(C)ccc2c1=O,2.07,train
CCc1cnc(-c2ccc(C(C)C(=O)O)cc2F)s1,4.1,train
N#CN=[N+]([O-])c1cccc2ccccc12,3.17,train
OCCn1nnc2ccccc21,0.5,train
O=C(O)c1ccc2cccccc1-2,2.88,train
CSc1ccc(C(=O)O)cc1,2.74,train
CCOCCOC(=O)C(C)n1cnc2sc3c(c2c1=O)CC[C@H](C)C3,4.25,train
Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,0.11,train
CCCCCCCCCCCCn1cc(C(O)OC)cc1O,4.0,train
CC(=O)NCc1ccc(OCC(O)CNC(C)C)cc1,0.32,train
C(#Cc1cscn1)c1ccccc1,2.6,train
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,5.86,train
CC(=O)C=Cc1cccc(F)c1,2.25,train
[NH-][NH+]=CC(=O)N=CC(=O)N1CCOCC1,-0.47,train
O=[N+]([O-])c1ncn(CC(F)CO)n1,-0.8,train
O=NN(CCCl)C(=O)NC1CCS(=O)(=O)CC1,0.19,train
COc1cc(Cl)c(Cl)cc1O,3.26,train
CCOC(=O)c1c[nH]c2c(c(C)nn2C)c1=Nc1cccc([N+](=O)[O-])c1,1.32,train
CCCOC(=O)CNC(=O)CCCCSc1ncnc2[nH]cnc12,1.37,train
NC(=O)Oc1ccccc1,1.08,train
CCCCc1cccc(NC(=O)N(C)C)c1,3.23,train
CN(Cc1ccccc1)N=Nc1ccc(C(N)=O)cc1,2.76,train
COC(=O)c1ccc(OC(=O)c2cc(OC)cc(OC)c2)cc1,4.64,train
C=C1C(=O)OC2CC(C)C3=CCC(=O)C3(C)C(OC(=O)CCCC(=O)OC3C4C(=C)C(=O)OC4CC(C)C4=CCC(=O)C43C)C12,1.37,train
N=C(N)NC(=O)Nc1cccc([N+](=O)[O-])c1,1.28,train
CN(C)C(=O)Oc1cccc(F)c1,1.75,train
CN1C(=O)SC(=CC=Cc2ccc([N+](=O)[O-])o2)C1=O,1.4,train
NC(=O)c1ccccc1N,0.35,train
O=c1ccn(C2CC(F)C(CO)O2)c(=O)[nH]1,-0.49,train
COc1ccccc2c(S(=O)(=O)O[Na])cc(C)c1-2,-1.29,train
Nc1ccccc1Nc1ccccc1,2.67,train
O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCCCc3ccccc3)c2s1,3.62,train
CCC(C)n1nnc2ccccc21,2.31,train
C=c1[nH]cc(CO)c(=CNNC(C)=O)c1=O,0.65,train
Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,7.31,train
CCC(=O)CC,0.99,train
CNC12CCCCC1CC(=O)c1ccccc12,2.41,train
O=C(O[Na])c1cc2ccccc2cc1O,0.17,train
CCCN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,2.74,train
CC(C)NNC(=O)C(C)Oc1ccc(Cl)cc1,2.14,train
CSC(C)=NO,1.12,train
Cc1cc(SCC(=O)NCc2ccc3c(c2)OCO3)nc2ccccc12,4.15,train
O=[N+]([O-])c1ccc(C=NO)cc1,1.95,train
CCc1cccc(C2C(=O)c3ccccc3C2=O)c1,3.92,train
O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1cccs1,4.34,train
CN(Cc1ccccc1)N=Nc1ccc(C#N)cc1,3.82,train
CCCCCCCCCCCCC(C)c1ccccc1,9.29,train
O=Cc1ccccc1[N+](=O)[O-],1.74,train
Nc1ccc2[nH]ccc2c1,0.7,train
N#Cc1ccc(Cl)cc1,2.47,train
Cn1c(=O)c(=O)n(C)c2ccccc21,0.08,train
CCCCCN(C)C(=O)c1cccc(Oc2ccccc2)c1,4.43,train
CC(=O)NC(C=O)C(=O)NC(C(C)C)C(N)O,-1.53,train
Cc1cccc(C)c1NN=C(C#N)C#N,2.8,train
O=c1[nH]c(=Nc2ccccc2)[nH]c2c1ncn2CCO,0.83,train
CC(=O)SC1C=C2CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,2.26,train
c1ccc(Oc2ccccc2)cc1,4.21,train
O=c1[nH]c(O)cn1Cc1ccccc1,0.76,train
CCCCCCCCCCCCCCO,6.03,train
O=S1C=Cc2ccccc21,1.01,train
Cc1ccc(S(I)=C(N(C)C)N(C)C)cc1Cl,0.45,train
NC(=O)/C=C/c1ccccc1,1.43,train
Cc1ccc(C(C)C)c(Cl)c1Cl,5.5,train
O=NN1CCC(=O)CC1,-0.47,train
CCN=c1[nH]c(C)c(C(=O)CCN(C)C)s1,2.21,train
O=c1ccn(C2CCC(CO)O2)c(=O)[nH]1,-1.0,train
CCOC(=O)C(Cc1ccoc1)=NC=O,2.08,train
CC(=O)c1ccc(N(C)C)cc1,2.1,train
Cc1nnc(SCc2ccccc2)s1,2.35,train
CC(=O)C(C#N)=NNc1ccc(SC(F)(F)F)cc1,5.04,train
